"name";"mark";"id"
"house";"v";"house_fence02_1"
"house";"v";"house_fence02_2"
"house";"v";"house_fence03"
"house";"v";"house_fence04"
"house";"v";"house_fence05_1"
"house";"v";"house_fence05_2"
"house";"v";"house_fortified"
"house";"v";"house_garage"
"house";"v";"house_garage2"
"house";"v";"house_garage3"
"house";"v";"house_garage4"
"house";"v";"house_garage5"
"house";"v";"house_garage6"
"house";"v";"house_garage7"
"house";"v";"house_garage8"
"house";"v";"house_gardener"
"house";"v";"house_inner_garden"
"house";"v";"house_library"
"house";"v";"house_modern_1"
"house";"v";"house_patio"
"house";"v";"house_porch"
"house";"v";"house_prepper"
"house";"v";"house_prepper2"
"house";"v";"house_quiverfull"
"house";"v";"house_rv"
"house";"v";"house_suicide"
"house";"v";"house_toolshed"
"house";"v";"house_w_1"
"house";"v";"house_w_2"
"house";"v";"house_w_3"
"house";"v";"house_w_4"
"house";"v";"house_w_5"
"house";"v";"house_w_6"
"house";"v";"house_w_6_2ndfloor"
"house";"v";"house_wooded"
"house";"v";"multi_unit_first_floor"
"house";"v";"multi_unit_second_floor_of_three"
"house";"v";"multi_unit_top_floor"
"house";"v";"rural_house1"
"house";"v";"rural_house2"
"house";"v";"urban_10_1"
"house";"v";"urban_10_2"
"house";"v";"urban_10_3"
"house";"v";"urban_10_4"
"house";"v";"urban_10_5"
"house";"v";"urban_10_6"
"house";"v";"urban_11_1"
"house";"v";"urban_11_2"
"house";"v";"urban_11_3"
"house";"v";"urban_11_4"
"house";"v";"urban_11_5"
"house";"v";"urban_11_6"
"house";"v";"urban_12_1"
"house";"v";"urban_12_2"
"house";"v";"urban_12_3"
"house";"v";"urban_12_4"
"house";"v";"urban_12_5"
"house";"v";"urban_12_6"
"house";"v";"urban_15_1"
"house";"v";"urban_15_2"
"house";"v";"urban_15_3"
"house";"v";"urban_15_4"
"house";"v";"urban_15_5"
"house";"v";"urban_15_6"
"house";"v";"urban_16_1"
"house";"v";"urban_16_2"
"house";"v";"urban_16_3"
"house";"v";"urban_16_4"
"house";"v";"urban_17_1"
"house";"v";"urban_17_2"
"house";"v";"urban_17_3"
"house";"v";"urban_17_4"
"house";"v";"urban_18_10"
"house";"v";"urban_18_3"
"house";"v";"urban_18_4"
"house";"v";"urban_18_5"
"house";"v";"urban_18_6"
"house";"v";"urban_18_7"
"house";"v";"urban_18_8"
"house";"v";"urban_18_9"
"house";"v";"urban_1_1"
"house";"v";"urban_1_2"
"house";"v";"urban_1_3"
"house";"v";"urban_1_4"
"house";"v";"urban_1_6"
"house";"v";"urban_20_1"
"house";"v";"urban_20_2"
"house";"v";"urban_20_2ndfloor_1"
"house";"v";"urban_20_2ndfloor_2"
"house";"v";"urban_20_roof_1"
"house";"v";"urban_20_roof_2"
"house";"v";"urban_22_1"
"house";"v";"urban_22_1_roof"
"house";"v";"urban_22_2"
"house";"v";"urban_22_2_roof"
"house";"v";"urban_29_10"
"house";"v";"urban_29_3"
"house";"v";"urban_29_4"
"house";"v";"urban_29_5"
"house";"v";"urban_29_6"
"house";"v";"urban_29_7"
"house";"v";"urban_29_8"
"house";"v";"urban_29_9"
"house";"v";"urban_2_1"
"house";"v";"urban_2_2"
"house";"v";"urban_2_3"
"house";"v";"urban_2_4"
"house";"v";"urban_2_5"
"house";"v";"urban_2_6"
"house";"v";"urban_3_1"
"house";"v";"urban_3_2"
"house";"v";"urban_3_3"
"house";"v";"urban_3_4"
"house";"v";"urban_3_5"
"house";"v";"urban_3_6"
"house";"v";"urban_4_3"
"house";"v";"urban_4_4"
"house";"v";"urban_4_5"
"house";"v";"urban_4_6"
"house";"v";"urban_4_7"
"house";"v";"urban_4_8"
"house";"v";"urban_5_1"
"house";"v";"urban_5_2"
"house";"v";"urban_5_3"
"house";"v";"urban_5_4"
"house";"v";"urban_5_5"
"house";"v";"urban_5_6"
"house";"v";"urban_6_1"
"house";"v";"urban_6_2"
"house";"v";"urban_6_3"
"house";"v";"urban_6_4"
"house";"v";"urban_6_5"
"house";"v";"urban_6_6"
"house";"v";"urban_7_1"
"house";"v";"urban_7_2"
"house";"v";"urban_7_3"
"house";"v";"urban_7_4"
"house";"v";"urban_7_5"
"house";"v";"urban_7_6"
"house";"v";"urban_8_1"
"house";"v";"urban_8_2"
"house";"v";"urban_8_3"
"house";"v";"urban_8_4"
"house";"v";"urban_8_6"
"house";"v";"urban_9_1"
"house";"v";"urban_9_2"
"house";"v";"urban_9_3"
"house";"v";"urban_9_4"
"house";"v";"urban_9_5"
"house";"v";"urban_9_6"
"house";" ";"urban_dd_1"
"house";" ";"urban_dd_2"
"house";" ";"urban_dd_3"
"house";" ";"urban_dd_4"
"house";" ";"urban_dd_5"
"house";" ";"urban_dd_6"
"radio tower";"v";"radio_tower"
"radio tower";"v";"radio_tower_1"
"radio tower";"v";"radio_tower_even"
"radio tower";"v";"radio_tower_odd"
"radio tower";"v";"radio_tower_roof_1"
"radio tower";"v";"radio_tower_top"
"radio tower";"v";"station_radio_1_tower_even"
"radio tower";"v";"station_radio_1_tower_odd"
"radio tower";"v";"station_radio_1_tower_top"
"radio tower";"v";"station_radio_tower_even"
"radio tower";"v";"station_radio_tower_odd"
"radio tower";"v";"station_radio_tower_top"
"radio tower";"v";"wasp_tower"
"radio tower";"v";"wasp_tower_1"
"radio tower";"v";"wasp_tower_even_1"
"radio tower";"v";"wasp_tower_even_2"
"radio tower";"v";"wasp_tower_odd_1"
"radio tower";"v";"wasp_tower_odd_2"
"radio tower";"v";"wasp_tower_roof_1"
"radio tower";"v";"wasp_tower_top"
"radio tower";" ";"radio_tower_even_stair_only"
"cabin";"v";"bandit_cabin"
"cabin";"v";"cabin"
"cabin";"v";"cabin_1"
"cabin";"v";"cabin_2"
"cabin";"v";"cabin_3"
"cabin";"v";"cabin_4"
"cabin";"v";"cabin_5"
"cabin";"v";"cabin_6"
"cabin";"v";"cabin_7"
"cabin";"v";"cabin_isherwood"
"cabin";"v";"cabin_lake"
"cabin";"v";"cabin_lapin"
"cabin";"v";"cabin_prepper"
"cabin";"v";"cabin_strange"
"cabin";"v";"lake_cabin_boathouse"
"cabin";" ";"cabin_liam"
"clothing store";"v";"s_clothes"
"clothing store";"v";"s_clothes_1"
"clothing store";"v";"s_clothes_2"
"clothing store";"v";"s_clothes_3"
"clothing store";"v";"s_clothes_4"
"clothing store";"v";"s_clothes_5"
"clothing store";"v";"s_clothes_6"
"clothing store";"v";"s_clothes_roof"
"clothing store";"v";"s_clothes_roof_1"
"clothing store";"v";"s_clothes_roof_2"
"clothing store";"v";"s_clothes_roof_3"
"clothing store";"v";"s_clothes_roof_4"
"clothing store";"v";"s_clothes_roof_5"
"clothing store";"v";"s_clothes_roof_6"
"clothing store";" ";"s_clothes_upper_roof_4"
"cabin roof";"v";"bandit_cabin_roof"
"cabin roof";"v";"cabin_lake_roof"
"cabin roof";"v";"cabin_roof"
"cabin roof";"v";"cabin_roof_1"
"cabin roof";"v";"cabin_roof_2"
"cabin roof";"v";"cabin_roof_3"
"cabin roof";"v";"cabin_roof_4"
"cabin roof";"v";"cabin_roof_5"
"cabin roof";"v";"cabin_roof_6"
"cabin roof";"v";"cabin_roof_7"
"cabin roof";"v";"cabin_strange_roof"
"cabin roof";"v";"lake_cabin_boathouse_roof"
"cabin roof";" ";"cabin_roof_lapin"
"LMOE shelter";"v";"cabin_prepper_shelter"
"LMOE shelter";"v";"lmoe"
"LMOE shelter";"v";"lmoe_prepperquest"
"LMOE shelter";"v";"lmoe_roof"
"LMOE shelter";"v";"lmoe_under_empty"
"LMOE shelter";"v";"lmoe_under_empty_prepperquest"
"LMOE shelter";"v";"lmoe_zombie"
"LMOE shelter";"v";"lmoe_zombie_under_empty"
"LMOE shelter";" ";"lmoe_under"
"pasture";"v";"pasture"
"pasture";"v";"splitrail_fence_DL"
"pasture";"v";"splitrail_fence_DR"
"pasture";"v";"splitrail_fence_UL"
"pasture";"v";"splitrail_fence_UR"
"pasture";"v";"splitrail_fence_butt"
"pasture";"v";"splitrail_fence_gap"
"pasture";" ";"splitrail_fence_inner"
"rural road";"v";"rural_road"
"rural road";"v";"rural_road_3way_forest"
"rural road";"v";"rural_road_forest"
"rural road";"v";"rural_road_turn"
"rural road";"v";"rural_road_turn1"
"rural road";"v";"rural_road_turn1_forest"
"rural road";"v";"rural_road_turn_forest"
"rural road";" ";"rural_road_3way"
"basement";"v";"2StoryModern03_basement"
"basement";"v";"2StoryModern04_basement_1"
"basement";"v";"2StoryModern04_basement_2"
"basement";"v";"2storyModern01_basement"
"basement";"v";"2storyModern02_basement"
"basement";"v";"basement"
"basement";"v";"basement_bionic_decoy"
"basement";"v";"basement_chem"
"basement";"v";"basement_chem2"
"basement";"v";"basement_hidden_lab_stairs"
"basement";"v";"basement_messed"
"basement";"v";"basement_meth"
"basement";"v";"basement_survival"
"basement";"v";"basement_weed"
"basement";"v";"garden_house_1_basement"
"basement";"v";"house_04_basement"
"basement";"v";"house_05_basement"
"basement";"v";"house_08_basement"
"basement";"v";"house_10_basement"
"basement";"v";"house_11_basement"
"basement";"v";"house_12_basement"
"basement";"v";"house_13_basement"
"basement";"v";"house_14_basement"
"basement";"v";"house_15_basement"
"basement";"v";"house_16_basement"
"basement";"v";"house_17_basement"
"basement";"v";"house_19_basement"
"basement";"v";"house_22_basement"
"basement";"v";"house_2story_basement"
"basement";"v";"house_33_basement"
"basement";"v";"house_34_basement"
"basement";"v";"house_36_basement"
"basement";"v";"house_37_basement"
"basement";"v";"house_39_basement"
"basement";"v";"house_crack3_basement"
"basement";"v";"house_detatched1_basement"
"basement";"v";"house_detatched2_basement"
"basement";"v";"house_detatched3_basement"
"basement";"v";"house_detatched4_basement"
"basement";"v";"house_detatched5_basement"
"basement";"v";"house_detatched6_basement"
"basement";"v";"house_detatched7_basement"
"basement";"v";"house_detatched8_basement"
"basement";"v";"house_detatched9_basement"
"basement";"v";"house_fence01_basement"
"basement";"v";"house_fence03_basement"
"basement";"v";"house_fence05_basement"
"basement";"v";"house_fortified_basement"
"basement";"v";"house_garage2_basement"
"basement";"v";"house_garage3_basement"
"basement";"v";"house_garage4_basement"
"basement";"v";"house_garage5_basement"
"basement";"v";"house_garage6_basement"
"basement";"v";"house_garage7_basement"
"basement";"v";"house_garage8_basement"
"basement";"v";"house_garage_basement"
"basement";"v";"house_gardener_basement"
"basement";"v";"house_modern_1_basement"
"basement";"v";"house_patio_basement"
"basement";"v";"house_porch_basement"
"basement";"v";"house_prepper2_basement"
"basement";"v";"house_prepper_basement"
"basement";"v";"house_rv_basement"
"basement";"v";"house_toolshed_basement"
"basement";"v";"house_w_1_basement"
"basement";"v";"house_w_2_basement"
"basement";"v";"house_w_3_basement"
"basement";"v";"house_w_4_basement"
"basement";"v";"house_w_5_basement"
"basement";"v";"house_w_6_basement"
"basement";"v";"multi_unit_basement"
"basement";"v";"ranch_camp_68_basement"
"basement";"v";"rural_house2_basement"
"basement";"v";"urban_10_7"
"basement";"v";"urban_10_8"
"basement";"v";"urban_13_1"
"basement";"v";"urban_13_2"
"basement";"v";"urban_14_1"
"basement";"v";"urban_14_2"
"basement";"v";"urban_18_1"
"basement";"v";"urban_18_2"
"basement";"v";"urban_1_1_basement"
"basement";"v";"urban_1_2_basement"
"basement";"v";"urban_25_1"
"basement";"v";"urban_25_2"
"basement";"v";"urban_29_1"
"basement";"v";"urban_29_2"
"basement";"v";"urban_2_1_basement"
"basement";"v";"urban_2_2_basement"
"basement";"v";"urban_3_1_basement"
"basement";"v";"urban_3_2_basement"
"basement";"v";"urban_4_1"
"basement";"v";"urban_4_2"
"basement";"v";"urban_5_1_basement"
"basement";"v";"urban_5_2_basement"
"basement";"v";"urban_6_1_basement"
"basement";"v";"urban_6_2_basement"
"basement";"v";"urban_7_1_basement"
"basement";"v";"urban_7_2_basement"
"basement";" ";"farm_stills_3_basement"
"basement";" ";"pottery_cottage_basement"
"basement";" ";"retirement_community_b_1"
"basement";" ";"retirement_community_b_15"
"basement";" ";"retirement_community_b_18"
"basement";" ";"retirement_community_b_19"
"basement";" ";"retirement_community_b_2"
"basement";" ";"retirement_community_b_22"
"basement";" ";"retirement_community_b_23"
"basement";" ";"retirement_community_b_26"
"basement";" ";"retirement_community_b_3"
"basement";" ";"retirement_community_b_4"
"basement";" ";"retirement_community_b_5"
"basement";" ";"retirement_community_b_6"
"basement";" ";"retirement_community_b_7"
"dirt road";"v";"dirt_road"
"dirt road";"v";"dirt_road_3way"
"dirt road";"v";"dirt_road_3way_forest"
"dirt road";"v";"dirt_road_4way"
"dirt road";"v";"dirt_road_farm_parking"
"dirt road";"v";"dirt_road_forest"
"dirt road";"v";"dirt_road_turn"
"dirt road";"v";"dirt_road_turn_forest"
"dirt road";"v";"dirt_road_turnback"
"dirt road";" ";"cabin_liam_driveway"
"dirt road";" ";"godco_enter"
"butcher shop roof";"v";"s_butcher_roof"
"butcher shop roof";"v";"s_butcher_roof_1"
"butcher shop roof";"v";"s_butcher_upper_roof"
"butcher shop roof";"v";"s_butcher_upper_roof_1"
"butcher shop roof";" ";"s_butcher_roof_2"
"gun store roof";"v";"s_gun_roof"
"gun store roof";"v";"s_gun_roof_1"
"gun store roof";"v";"s_gun_roof_3"
"gun store roof";"v";"s_gun_roof_4"
"gun store roof";" ";"s_gunstore_roof"
"motel";"v";"2fmotel_1_f2"
"motel";"v";"2fmotel_2_f2"
"motel";"v";"2fmotel_3_f2"
"motel";"v";"2fmotel_entrance_f2"
"motel";"v";"motel_1"
"motel";"v";"motel_1_no_sidewalk"
"motel";"v";"motel_2"
"motel";"v";"motel_2_no_sidewalk"
"motel";"v";"motel_3"
"motel";"v";"motel_3_no_sidewalk"
"motel";"v";"motel_entrance"
"motel";"v";"motel_entrance_no_sidewalk"
"motel";" ";"motel_twd_1"
"motel";" ";"motel_twd_1_f1"
"motel";" ";"motel_twd_2"
"orchard";"v";"orchard"
"orchard";"v";"orchard_1"
"orchard";"v";"orchard_roof"
"orchard";"v";"orchard_roof_1"
"orchard";" ";"farm_stills_11"
"motel roof";"v";"2fmotel_1_r"
"motel roof";"v";"2fmotel_2_r"
"motel roof";"v";"2fmotel_3_r"
"motel roof";"v";"motel_1_roof"
"motel roof";"v";"motel_2_roof"
"motel roof";"v";"motel_3_roof"
"motel roof";"v";"motel_entrance_roof"
"motel roof";" ";"motel_twd_1_f2"
"motel roof";" ";"motel_twd_2_f1"
"craft shop";"v";"craft_shop"
"craft shop";"v";"craft_shop_1"
"craft shop";"v";"craft_shop_2"
"craft shop";" ";"craft_shop_3"
"craft shop roof";"v";"craft_shop_roof"
"craft shop roof";"v";"craft_shop_roof_1"
"craft shop roof";"v";"craft_shop_roof_2"
"craft shop roof";" ";"craft_shop_roof_3"
"restaurant";"v";"s_restaurant"
"restaurant";"v";"s_restaurant_1"
"restaurant";"v";"s_restaurant_2"
"restaurant";" ";"s_restaurant_3"
"trailhead";"v";"trailhead"
"trailhead";"v";"trailhead_outhouse_z0"
"trailhead";"v";"trailhead_shack_z0"
"trailhead";" ";"paddock_trailhead_2"
"farm field";"v";"2farm_1"
"farm field";"v";"2farm_10"
"farm field";"v";"2farm_12"
"farm field";"v";"2farm_15"
"farm field";"v";"2farm_16"
"farm field";"v";"2farm_2"
"farm field";"v";"2farm_5"
"farm field";"v";"2farm_9"
"farm field";"v";"farm_1"
"farm field";"v";"farm_4"
"farm field";"v";"farm_5"
"farm field";"v";"farm_6"
"farm field";"v";"farm_7"
"farm field";"v";"farm_8"
"farm field";"v";"farm_9"
"farm field";"v";"farm_isherwood_1"
"farm field";"v";"farm_isherwood_4"
"farm field";"v";"farm_isherwood_5"
"farm field";"v";"farm_isherwood_6"
"farm field";"v";"farm_isherwood_7"
"farm field";"v";"farm_isherwood_8"
"farm field";"v";"farm_isherwood_9"
"farm field";"v";"farm_lot_wire_straight_v"
"farm field";"v";"farm_lot_wire_straight_v_open"
"farm field";"v";"farm_lot_wire_turn_h"
"farm field";"v";"farm_lot_wire_turn_v"
"farm field";"v";"farmland_U"
"farm field";"v";"farmland_straight"
"farm field";"v";"farmland_turn"
"farm field";"v";"farmland_turn_inside"
"farm field";"v";"horse_farm_isherwood_1"
"farm field";"v";"horse_farm_isherwood_11"
"farm field";"v";"horse_farm_isherwood_12"
"farm field";"v";"horse_farm_isherwood_14"
"farm field";"v";"horse_farm_isherwood_15"
"farm field";"v";"horse_farm_isherwood_16"
"farm field";"v";"horse_farm_isherwood_2"
"farm field";"v";"horse_farm_isherwood_3"
"farm field";"v";"horse_farm_isherwood_5"
"farm field";"v";"horse_farm_isherwood_6"
"farm field";"v";"horse_farm_isherwood_8"
"farm field";" ";"2farm_13"
"farm field";" ";"2farm_14"
"farm field";" ";"2farm_17"
"farm field";" ";"2farm_18"
"farm field";" ";"2farm_19"
"farm field";" ";"2farm_20"
"farm field";" ";"2farm_21"
"farm field";" ";"2farm_22"
"farm field";" ";"2farm_23"
"farm field";" ";"2farm_24"
"farm field";" ";"2farm_roof_15"
"farm field";" ";"farm_lot_M1"
"farm field";" ";"farm_lot_wire_straight_h"
"farm field";" ";"farm_lot_wire_turn_v_open"
"boat rental";"v";"boat_rental"
"boat rental";"v";"boat_rental_1"
"boat rental";"v";"boat_rental_1_roof"
"boat rental";"v";"boat_rental_roof"
"boat rental";" ";"boat_rental_2"
"boat rental";" ";"boat_rental_2_roof"
"bookstore";"v";"s_bookstore"
"bookstore";"v";"s_bookstore_1"
"bookstore";" ";"s_bookstore_2"
"butcher shop";"v";"s_butcher"
"butcher shop";"v";"s_butcher_1"
"butcher shop";" ";"s_butcher_2"
"chicken coop";"v";"farm_1_coop"
"chicken coop";"v";"horse_farm_isherwood_10"
"chicken coop";" ";"coop_chicken"
"doctor's office";"v";"office_doctor"
"doctor's office";"v";"office_doctor_1"
"doctor's office";" ";"office_doctor_2"
"gas station roof";"v";"s_gas_roof_1"
"gas station roof";"v";"s_gas_rural_roof"
"gas station roof";" ";"s_gas_g1_roof"
"greenhouse";"v";"farm_horse_greenhouse"
"greenhouse";"v";"horse_farm_isherwood_9"
"greenhouse";" ";"farm_1_greenhouse"
"greenhouse roof";"v";"farm_horse_greenhouse_roof"
"greenhouse roof";"v";"horse_farm_isherwood_9_roof"
"greenhouse roof";" ";"farm_1_greenhouse_roof"
"pawn shop roof";"v";"pawn_roof"
"pawn shop roof";"v";"pawn_roof_1"
"pawn shop roof";" ";"pawn_pf_roof"
"pet supply store";"v";"s_petstore"
"pet supply store";"v";"s_petstore_1"
"pet supply store";" ";"s_petstore_2"
"pet supply store roof";"v";"s_petstore_roof"
"pet supply store roof";"v";"s_petstore_roof_1"
"pet supply store roof";" ";"s_petstore_roof_2"
"forest";"v";"dirtplaza_aban1"
"forest";"v";"dirtroad1_aban1"
"forest";"v";"dirtroad2_aban1"
"forest";"v";"forest"
"forest";"v";"forest_aban1"
"forest";"v";"forest_thick"
"forest";"v";"lumbermill_dforest"
"forest";" ";"central_lab_entrance"
"forest";" ";"lab_subway_vent_shaft_surface"
"forest";" ";"special_forest"
"forest";" ";"special_forest_thick"
"paddock";"v";"paddock"
"paddock";"v";"paddock_C"
"paddock";"v";"paddock_DL"
"paddock";"v";"paddock_DR"
"paddock";"v";"paddock_L_butt"
"paddock";"v";"paddock_L_gap"
"paddock";"v";"paddock_R_butt"
"paddock";"v";"paddock_R_gap"
"paddock";"v";"paddock_UL"
"paddock";"v";"paddock_UR"
"paddock";"v";"paddock_d_D_butt"
"paddock";"v";"paddock_d_U_butt"
"paddock";"v";"paddock_end_DL"
"paddock";"v";"paddock_end_DR"
"paddock";"v";"paddock_end_UL"
"paddock";"v";"paddock_end_UR"
"paddock";"v";"paddock_special_1"
"paddock";" ";"paddock_d_D_gap"
"paddock";" ";"paddock_d_U_gap"
"paddock";" ";"paddock_special_2"
"paddock";" ";"paddock_special_3"
"paddock";" ";"paddock_special_4"
"paddock";" ";"paddock_trailhead_1"
"paddock";" ";"paddock_trailhead_3"
"paddock";" ";"paddock_trailhead_4"
"paddock";" ";"paddock_trailhead_6"
"paddock";" ";"paddock_trailhead_7"
"paddock";" ";"paddock_trailhead_9"
"gas station";"v";"s_gas"
"gas station";"v";"s_gas_1"
"gas station";"v";"s_gas_rural"
"gas station";" ";"s_gas_g0"
"gas station";" ";"s_gas_g1"
"light industry";"v";"s_lightindustry_00"
"light industry";"v";"s_lightindustry_01"
"light industry";"v";"s_lightindustry_10"
"light industry";"v";"s_lightindustry_11"
"light industry";"v";"s_lightindustry_road_0"
"light industry";"v";"s_lightindustry_road_1"
"light industry";"v";"s_lightindustry_scen_00"
"light industry";"v";"s_lightindustry_scen_01"
"light industry";"v";"s_lightindustry_scen_10"
"light industry";"v";"s_lightindustry_scen_11"
"light industry";"v";"s_lightindustry_scen_road_0"
"light industry";"v";"s_lightindustry_scen_road_1"
"light industry";" ";"s_lightindustry_00_roof"
"light industry";" ";"s_lightindustry_01_roof"
"light industry";" ";"s_lightindustry_10_roof"
"light industry";" ";"s_lightindustry_11_roof"
"light industry";" ";"s_lightindustry_scen_00_roof"
"light industry";" ";"s_lightindustry_scen_01_roof"
"light industry";" ";"s_lightindustry_scen_10_roof"
"light industry";" ";"s_lightindustry_scen_11_roof"
"farm";"v";"2farm_3"
"farm";"v";"2farm_4"
"farm";"v";"2farm_7"
"farm";"v";"2farm_8"
"farm";"v";"2farm_loft_3"
"farm";"v";"2farm_roof_3"
"farm";"v";"2farm_roof_4"
"farm";"v";"bandit_farm_1"
"farm";"v";"bandit_farm_2"
"farm";"v";"bandit_farm_3"
"farm";"v";"bandit_farm_4"
"farm";"v";"bandit_farm_5"
"farm";"v";"bandit_farm_6"
"farm";"v";"bandit_farm_7"
"farm";"v";"bandit_farm_8"
"farm";"v";"bandit_farm_9"
"farm";" ";"faction_base_farm_1"
"farm";" ";"faction_base_farm_2"
"farm";" ";"faction_base_farm_3"
"farm";" ";"faction_base_farm_4"
"farm";" ";"farm_dairy_twd_1"
"farm";" ";"farm_dairy_twd_10"
"farm";" ";"farm_dairy_twd_2"
"farm";" ";"farm_dairy_twd_3_roof"
"farm";" ";"farm_dairy_twd_4_roof"
"farm";" ";"farm_dairy_twd_7"
"farm";" ";"farm_dairy_twd_8"
"farm";" ";"farm_dairy_twd_9"
"farm";" ";"farm_stills_4"
"farm house";"v";"2farm_11"
"farm house";"v";"2farm_roof_11"
"farm house";"v";"farm_2"
"farm house";"v";"farm_horse_house_1"
"farm house";"v";"farm_isherwood_2"
"farm house";"v";"horse_farm_isherwood_13"
"farm house";" ";"farm_dairy_twd_3"
"farm house";" ";"farm_dairy_twd_4"
"farm house";" ";"farm_stills_3"
"farm house";" ";"farm_stills_3_2nd"
"farm house";" ";"farm_stills_3_roof"
"bank";"v";"bank"
"bank";" ";"bank_1"
"bank roof";"v";"bank_roof"
"bank roof";" ";"bank_roof_1"
"baseball field";"v";"s_baseballfield_a1"
"baseball field";"v";"s_baseballfield_a2"
"baseball field";"v";"s_baseballfield_b1"
"baseball field";"v";"s_baseballfield_b2"
"baseball field";" ";"stadium_1_2"
"baseball field";" ";"stadium_1_3"
"baseball field";" ";"stadium_2_2"
"baseball field";" ";"stadium_2_3"
"bike shop";"v";"s_bike_shop"
"bike shop";" ";"s_bike_shop_1"
"bike shop roof";"v";"s_bike_shop_roof"
"bike shop roof";" ";"s_bike_shop_roof_1"
"blacksmith's home";"v";"isolated_house_farm_blacksmith"
"blacksmith's home";" ";"isolated_house_farm_roof_blacksmith"
"car dealership";"v";"cs_car_dealership"
"car dealership";"v";"cs_car_dealership_roof"
"car dealership";" ";"s_cardealer"
"car dealership";" ";"s_cardealer_roof"
"craft shop 2nd floor";"v";"craft_shop_2ndfloor_2"
"craft shop 2nd floor";" ";"craft_shop_2ndfloor_3"
"doctor's office roof";"v";"office_doctor_roof"
"doctor's office roof";"v";"office_doctor_roof_1"
"doctor's office roof";" ";"office_doctor_roof_2"
"doctor's office roof";" ";"office_doctor_upper_roof_2"
"dollar store";"v";"dollarstore"
"dollar store";" ";"dollarstore_1"
"dollar store roof";"v";"dollarstore_roof"
"dollar store roof";" ";"dollarstore_roof_1"
"drug lab";"v";"drug_lab"
"drug lab";" ";"bandit_drug_lab"
"farm house 2nd floor";"v";"farm_horse_house_1_2ndfloor"
"farm house 2nd floor";"v";"horse_farm_isherwood_13_2ndfloor"
"farm house 2nd floor";" ";"farm_dairy_twd_second_floor_3"
"farm house 2nd floor";" ";"farm_dairy_twd_second_floor_4"
"forest trail";"v";"forest_trail"
"forest trail";"v";"forest_trail_intersection"
"forest trail";" ";"paddock_trailhead_5"
"forest trail";" ";"paddock_trailhead_8"
"gun store";"v";"s_gun"
"gun store";"v";"s_gun_1"
"gun store";"v";"s_gun_2"
"gun store";"v";"s_gun_3"
"gun store";"v";"s_gun_4"
"gun store";" ";"s_gun_3_looted"
"gun store";" ";"s_gun_4_looted"
"gun store";" ";"s_gun_looted"
"gun store";" ";"s_gunstore"
"gun store";" ";"s_gunstore_looted"
"gunsmith's home";"v";"isolated_house_farm_gunsmith"
"gunsmith's home";" ";"isolated_house_farm_roof_gunsmith"
"pawn shop";"v";"pawn"
"pawn shop";"v";"pawn_1"
"pawn shop";" ";"pawn_pf"
"pawn shop";" ";"pawn_pf_under"
"pizza parlor roof";"v";"s_pizza_parlor_roof"
"pizza parlor roof";" ";"s_pizza_parlor_roof_1"
"restaurant roof";"v";"s_restaurant_roof"
"restaurant roof";"v";"s_restaurant_roof_1"
"restaurant roof";"v";"s_restaurant_roof_2"
"restaurant roof";" ";"s_restaurant_foodplace_roof"
"restaurant roof";" ";"s_restaurant_foodplace_upper_roof"
"restaurant roof";" ";"s_restaurant_roof_3"
"sewer";"v";"sewer"
"sewer";"v";"urban_25_sewer_connector"
"sewer";" ";"retirement_community_sewer"
"sewer";" ";"sewer_connector"
"small hangar";"v";"s_air_hangars"
"small hangar";" ";"hangar"
"office tower";"v";"loffice_tower_1"
"office tower";"v";"loffice_tower_10"
"office tower";"v";"loffice_tower_10b"
"office tower";"v";"loffice_tower_11"
"office tower";"v";"loffice_tower_12"
"office tower";"v";"loffice_tower_13"
"office tower";"v";"loffice_tower_14"
"office tower";"v";"loffice_tower_15"
"office tower";"v";"loffice_tower_16"
"office tower";"v";"loffice_tower_2"
"office tower";"v";"loffice_tower_3"
"office tower";"v";"loffice_tower_4"
"office tower";"v";"loffice_tower_5"
"office tower";"v";"loffice_tower_6"
"office tower";"v";"loffice_tower_7"
"office tower";"v";"loffice_tower_8"
"office tower";"v";"loffice_tower_9"
"office tower";"v";"loffice_tower_9b"
"office tower";" ";"office_tower_2_a1"
"office tower";" ";"office_tower_2_a1_1"
"office tower";" ";"office_tower_2_a1_2"
"office tower";" ";"office_tower_2_a1_roof"
"office tower";" ";"office_tower_2_a1_tower_lab"
"office tower";" ";"office_tower_2_a2"
"office tower";" ";"office_tower_2_a2_1"
"office tower";" ";"office_tower_2_a2_2"
"office tower";" ";"office_tower_2_a2_roof"
"office tower";" ";"office_tower_2_a3_1"
"office tower";" ";"office_tower_2_b1"
"office tower";" ";"office_tower_2_b1_1"
"office tower";" ";"office_tower_2_b1_2"
"office tower";" ";"office_tower_2_b1_roof"
"office tower";" ";"office_tower_2_b2"
"office tower";" ";"office_tower_2_b2_1"
"office tower";" ";"office_tower_2_b2_2"
"office tower";" ";"office_tower_2_b2_roof"
"office tower";" ";"office_tower_2_b3"
"office tower";" ";"office_tower_2_b3_1"
"office tower";" ";"office_tower_2_b3_2"
"office tower";" ";"office_tower_2_b3_roof"
"office tower";" ";"office_tower_collapse_a1"
"office tower";" ";"office_tower_collapse_b_a1"
"barn";"v";"barn_aban1"
"barn";"v";"ranch_camp_66"
"barn";" ";"farm_dairy_twd_12"
"barn";" ";"farm_dairy_twd_5"
